target.cycle,target.energy,target.edp,target.area,mapping.mapping,arch.pe,arch.mac,arch.meshX,arch.mem1_entries,arch.mem1_depth,arch.mem1_width,arch.mem1_instances,arch.mem1_word-bits,arch.mem1_network-word-bits,arch.mem1_n_rdwr_ports,arch.mem1_n_banks,arch.mem1_shared_bandwidth,arch.mem2_entries,arch.mem2_depth,arch.mem2_width,arch.mem2_instances,arch.mem2_meshX,arch.mem2_word-bits,arch.mem2_n_rdwr_ports,arch.mem2_n_banks,arch.mem2_shared_bandwidth,arch.name,prob.shape,prob.C,prob.Hdilation,prob.Hstride,prob.K,prob.N,prob.P,prob.Q,prob.R,prob.S,prob.Wdilation,prob.Wstride
1048576,21.46326,22.50586,0.708209,L3[WIO] P4 K8 C32 - L2[WI] N1 - L1[O] K16 C2 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1171456,170.677247,199.9409,0.708209,L3[WIO] K128 C16 P8 - L2[WI] N1 - L1[O] C4 P16 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1171456,88.915488,104.1606,0.708209,L3[WIO] C16 K32 P2 - L2[WI] N1 - L1[O] K4 C4 P64 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
155648,25.041436,3.897649,0.708209,L3[WIO] P8 C4 K16 - L2[WI] N1 - L1[O] K8 C2 P16 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1302528,128.796122,167.7606,0.708209,L3[WIO] C32 P16 K4 - L2[WI] N1 - L1[O] K32 C2 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
536576,21.949141,11.77738,0.708209,L3[WIO] K2 C4 P8 - L2[WI] N1 K2X - L1[O] K32 C16 P16 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,120.756351,126.6222,0.708209,L3[WIO] K128 C32 - L2[WI] N1 - L1[O] C2 P128 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
75776,66.869017,5.067067,0.708209,L3[WIO] P64 K8 C4 - L2[WI] N1 K8X - L1[O] K2 P2 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
581632,47.051983,27.36694,0.708209,L3[WIO] C8 P16 K16 - L2[WI] N1 - L1[O] K8 C4 P8 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,29.814492,15.63138,0.708209,L3[WIO] P16 K8 C32 - L2[WI] N1 - L1[O] K16 P8 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,15.170939,0.9942426,0.708209,L3[WIO] K8 C8 - L2[WI] N1 K16X - L1[O] C8 P128 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1056768,17.06078,18.02929,0.708209,L3[WIO] P2 C2 K128 - L2[WI] N1 - L1[O] C32 P64 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,17.225098,18.06182,0.708209,L3[WIO] P128 - L2[WI] N1 - L1[O] K128 C64 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,66.488838,69.7186,0.708209,L3[WIO] K64 P4 - L2[WI] N1 - L1[O] K2 C64 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
532480,126.173388,67.18481,0.708209,L3[WIO] C2 P128 K16 - L2[WI] N1 - L1[O] K8 C16 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
149504,130.067776,19.44565,0.708209,L3[WIO] P16 K128 C8 - L2[WI] N1 - L1[O] P8 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
90112,24.759532,2.231131,0.708209,L3[WIO] C4 K8 P8 - L2[WI] N1 - L1[O] K16 P16 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
80896,70.151691,5.674991,0.708209,L3[WIO] C4 K64 P64 - L2[WI] N1 K2X - L1[O] P2 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,22.259448,5.835181,0.708209,L3[WIO] K16 P2 - L2[WI] N1 - L1[O] K8 C16 P64 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,45.387688,47.59244,0.708209,L3[WIO] P8 K32 C2 - L2[WI] N1 - L1[O] K4 C32 P16 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
39936,36.717716,1.466359,0.708209,L3[WIO] P32 C2 K8 - L2[WI] N1 K4X - L1[O] K4 C4 P4 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
290816,31.852197,9.263129,0.708209,L3[WIO] C8 K16 - L2[WI] N1 K2X - L1[O] K4 C4 P128 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,29.059919,0.9522354,0.708209,L3[WIO] C8 P2 - L2[WI] N1 K16X - L1[O] K8 C2 P64 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1302528,116.902573,152.2689,0.708209,L3[WIO] C32 K2 P16 - L2[WI] N1 - L1[O] K64 C2 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,10.108036,0.6624402,0.708209,L3[WIO] P2 C4 - L2[WI] N1 K16X - L1[O] K8 C16 P64 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
778240,126.540894,98.47919,0.708209,L3[WIO] C32 P16 K2 - L2[WI] N1 - L1[O] K64 P8 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
552960,36.759041,20.32628,0.708209,L3[WIO] P4 C8 K16 - L2[WI] N1 K2X - L1[O] K4 C8 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
385024,67.272318,25.90146,0.708209,L3[WIO] K8 C16 P64 - L2[WI] N1 - L1[O] K16 P2 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,66.420173,69.6466,0.708209,L3[WIO] K64 P2 - L2[WI] N1 - L1[O] K2 C64 P64 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1105920,148.300844,164.0089,0.708209,L3[WIO] P128 C8 K8 - L2[WI] N1 - L1[O] K16 C8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
165888,147.505644,24.46942,0.708209,L3[WIO] K32 P128 C8 - L2[WI] N1 - L1[O] K4 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,6.245983,0.2046684,0.708209,L3[WIO] P8 - L2[WI] N1 K4X - L1[O] K32 C8 P16 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
34816,22.575769,0.785998,0.708209,L3[WIO] C2 P16 K2 - L2[WI] N1 K4X - L1[O] K16 C4 P8 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,13.884179,1.819827,0.708209,L3[WIO] P8 K16 - L2[WI] N1 K4X - L1[O] K2 C32 P16 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,36.88205,9.668408,0.708209,L3[WIO] P32 C4 - L2[WI] N1 - L1[O] K128 C4 P4 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
66560,56.611757,3.768079,0.708209,L3[WIO] C16 K2 P8 - L2[WI] N1 K16X - L1[O] K4 P16 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,43.956439,23.04583,0.708209,L3[WIO] P32 K8 C32 - L2[WI] N1 - L1[O] K16 P4 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
66560,56.648476,3.770523,0.708209,L3[WIO] C16 P2 K8 - L2[WI] N1 K8X - L1[O] K2 P64 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1302528,169.09335,220.2488,0.708209,L3[WIO] C32 K64 P2 - L2[WI] N1 - L1[O] K2 C2 P64 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
270336,125.045773,33.80437,0.708209,L3[WIO] P128 C2 K2 - L2[WI] N1 - L1[O] K64 C8 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,12.411882,0.8134251,0.708209,L3[WIO] K4 P4 C32 - L2[WI] N1 K8X - L1[O] K4 P32 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,40.558282,21.26422,0.708209,L3[WIO] K4 P32 C16 - L2[WI] N1 - L1[O] K32 C2 P4 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,9.802092,1.28478,0.708209,L3[WIO] P2 K16 - L2[WI] N1 - L1[O] K8 C8 P64 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,44.269958,23.21021,0.708209,L3[WIO] K8 P32 C16 - L2[WI] N1 K2X - L1[O] K8 C4 P4 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,24.998747,26.21309,0.708209,L3[WIO] K8 P8 C64 - L2[WI] N1 - L1[O] K16 P16 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
165888,144.209724,23.92266,0.708209,L3[WIO] P32 K128 C8 - L2[WI] N1 - L1[O] P4 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
536576,76.543193,41.07124,0.708209,L3[WIO] P64 C4 K16 - L2[WI] N1 K2X - L1[O] K4 C16 P2 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
69632,13.901473,0.9679874,0.708209,L3[WIO] K4 C2 P32 - L2[WI] N1 K2X - L1[O] K16 C4 P4 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
134144,118.946315,15.95593,0.708209,L3[WIO] P128 C4 - L2[WI] N1 K2X - L1[O] K64 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,65.165945,17.08286,0.708209,L3[WIO] P64 K32 - L2[WI] N1 - L1[O] K4 C16 P2 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
69120,38.458202,2.658231,0.708209,L3[WIO] C8 K8 P4 - L2[WI] N1 K16X - L1[O] C8 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
8192,7.889939,0.06463438,0.708209,L3[WIO] P4 K2 - L2[WI] N1 K8X - L1[O] K8 C4 P32 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
778240,140.682841,109.485,0.708209,L3[WIO] C32 P32 K2 - L2[WI] N1 - L1[O] K64 P4 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
319488,33.550164,10.71887,0.708209,L3[WIO] P2 C8 K32 - L2[WI] N1 - L1[O] K4 C2 P64 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
47104,30.142458,1.41983,0.708209,L3[WIO] C8 K2 P4 - L2[WI] N1 K4X - L1[O] K16 P32 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,12.86487,13.48979,0.708209,L3[WIO] K64 - L2[WI] N1 - L1[O] K2 C64 P128 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
9216,8.79069,0.08101499,0.708209,L3[WIO] C2 P8 - L2[WI] N1 K8X - L1[O] K16 C2 P16 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,35.483191,9.301706,0.708209,L3[WIO] P16 K16 C16 - L2[WI] N1 - L1[O] K8 P8 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1073152,36.05906,38.69685,0.708209,L3[WIO] P16 C4 K32 - L2[WI] N1 - L1[O] K4 C16 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,9.327162,0.6112649,0.708209,L3[WIO] P4 - L2[WI] N1 K16X - L1[O] K8 C64 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,13.987592,0.9166908,0.708209,L3[WIO] K8 P32 - L2[WI] N1 K2X - L1[O] K8 C8 P4 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,65.165945,17.08286,0.708209,L3[WIO] P64 C4 - L2[WI] N1 - L1[O] K128 C4 P2 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
38912,35.186965,1.369195,0.708209,L3[WIO] P32 K4 C4 - L2[WI] N1 K8X - L1[O] K4 P4 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,12.192757,0.3995323,0.708209,L3[WIO] K8 P8 - L2[WI] N1 K4X - L1[O] K4 C8 P16 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
651264,115.510184,75.22762,0.708209,L3[WIO] K2 C32 P32 - L2[WI] N1 K2X - L1[O] K32 C2 P4 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,118.257379,31.00046,0.708209,L3[WIO] K128 P2 C4 - L2[WI] N1 - L1[O] C4 P64 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,11.644975,3.05266,0.708209,L3[WIO] P64 - L2[WI] N1 - L1[O] K128 C16 P2 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
139264,13.11413,1.826326,0.708209,L3[WIO] C2 P2 K32 - L2[WI] N1 - L1[O] K4 C4 P64 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1171456,88.984153,104.241,0.708209,L3[WIO] C16 K32 P4 - L2[WI] N1 - L1[O] K4 C4 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,72.553853,38.03911,0.708209,L3[WIO] K8 P64 C16 - L2[WI] N1 K2X - L1[O] K8 C4 P2 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
325632,140.025505,45.59679,0.708209,L3[WIO] P32 C32 K32 - L2[WI] N1 K4X - L1[O] C2 P4 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
647168,68.399933,44.26625,0.708209,L3[WIO] K8 C16 P64 - L2[WI] N1 - L1[O] K16 C2 P2 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1105920,49.307212,54.52983,0.708209,L3[WIO] C8 P16 K16 - L2[WI] N1 - L1[O] K8 C8 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
159744,43.570669,6.960153,0.708209,L3[WIO] C8 K16 P4 - L2[WI] N1 K2X - L1[O] K4 C2 P32 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,15.413653,2.020298,0.708209,L3[WIO] K8 C32 - L2[WI] N1 K8X - L1[O] K2 C2 P128 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,12.192757,0.3995323,0.708209,L3[WIO] P8 K4 - L2[WI] N1 K4X - L1[O] K8 C8 P16 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,24.181236,12.67793,0.708209,L3[WIO] P16 C32 - L2[WI] N1 K2X - L1[O] K64 C2 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,14.969869,7.848523,0.708209,L3[WIO] P128 - L2[WI] N1 - L1[O] K128 C32 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,16.054811,1.052168,0.708209,L3[WIO] K8 P2 C8 - L2[WI] N1 K16X - L1[O] C8 P64 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
90112,22.932658,2.066508,0.708209,L3[WIO] C4 P128 - L2[WI] N1 - L1[O] K128 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,14.823418,0.9714675,0.708209,L3[WIO] P8 K128 - L2[WI] N1 - L1[O] C4 P16 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,8.580948,1.124722,0.708209,L3[WIO] P2 K16 - L2[WI] N1 K4X - L1[O] K2 C32 P64 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,64.130612,33.62291,0.708209,L3[WIO] K64 C32 - L2[WI] N1 - L1[O] K2 P128 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,40.264894,42.2208,0.708209,L3[WIO] P32 C16 - L2[WI] N1 - L1[O] K128 C4 P4 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,66.488838,69.7186,0.708209,L3[WIO] K64 P4 - L2[WI] N1 - L1[O] K2 C64 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
90112,74.256348,6.691388,0.708209,L3[WIO] C4 P64 K4 - L2[WI] N1 - L1[O] K32 P2 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1073152,50.201007,53.87331,0.708209,L3[WIO] P32 C4 K32 - L2[WI] N1 - L1[O] K4 C16 P4 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
325632,118.812584,38.68918,0.708209,L3[WIO] C32 P8 K8 - L2[WI] N1 K4X - L1[O] K4 C2 P16 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,94.884504,99.49361,0.708209,L3[WIO] K32 P64 C8 - L2[WI] N1 - L1[O] K4 C8 P2 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,15.669129,4.107568,0.708209,L3[WIO] P8 K16 - L2[WI] N1 - L1[O] K8 C16 P16 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
133120,24.26719,3.230448,0.708209,L3[WIO] C2 P16 K2 - L2[WI] N1 K4X - L1[O] K16 C16 P8 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
647168,70.597213,45.68826,0.708209,L3[WIO] K8 C16 P128 - L2[WI] N1 - L1[O] K16 C2 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,15.947369,1.045127,0.708209,L3[WIO] K4 P8 C32 - L2[WI] N1 K8X - L1[O] K4 P16 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
